Defter;Place of origin;Migration;location_1;latitude_1;longitude_1;date_hijri_1;date_gregorian_1;location_2;latitude_2;longitude_2;date_hijri_2;date_gregorian_2;location_3;latitude_3;longitude_3;date_hijri_3;date_gregorian_3;location_4;latitude_4;longitude_4;date_hijri_4;date_gregorian_4;location_5;latitude_5;longitude_5;date_hijri_5;date_gregorian_5;location_6;latitude_6;longitude_6;date_hijri_6;date_gregorian_6;location_7;latitude_7;longitude_7;date_hijri_7;date_gregorian_7;location_8;latitude_8;longitude_8;date_hijri_8;date_gregorian_8;location_9;latitude_9;longitude_9;date_hijri_9;date_gregorian_9;location_10;latitude_10;longitude_10;date_hijri_10;date_gregorian_10;location_11;latitude_11;longitude_11;date_hijri_11;date_gregorian_11;location_12;latitude_12;longitude_12;date_hijri_12;date_gregorian_12;location_13;latitude_13;longitude_13;date_hijri_13;date_gregorian_13;location_14;latitude_14;longitude_14;date_hijri_14;date_gregorian_14
Defter 7439;Kesriye;reft memleket, 29.Ş.1271;Tatavla;41,06;28,98;;;Kesriye;40,52;21,27;29.Ş.1271;05/28/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7443;Kesriye;reft vilayet, 10.C.1260;Tatavla;41,06;28,98;;;Kesriye;40,52;21,27;10.C.1260;06/24/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7444;Kesriye;Reft Vilayet, 1266;Tatavla;41,06;28,98;;;Kesriye;40,52;21,27;1266;1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7445;Çorlu;reft vilayet, 4 S. 1262;Tatavla;41,06;28,98;;;Çorlu;41,16;27,81;4 S. 1262;02/22/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7446;Kesriye;reft vilayet, 25 B. 1260;Tatavla;41,06;28,98;;;Kesriye;40,52;21,27;25 B. 1260;07/28/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7447;Kalkandelen;reft vilayet, 17.Za.1260;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;17.Za.1260;11/28/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7449;;Kalas, 17 M. 1270;Tatavla;41,06;28,98;;;Kalas;40,64;22,94;17 M. 1270;10/21/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7451;Asitane;Aynaroz, 17 N. 1265;Tatavla;41,06;28,98;;;Aynaroz;40,15;24,32;17 N. 1265;08/01/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7453;Asitane;Bursa, 8 Za. 1272;Tatavla;41,06;28,98;;;Bursa;40,18;29,06;8 Za. 1272;07/20/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7454;Asitane;Sinob, 27.Ca.1271;Tatavla;41,06;28,98;;;Sinob;42,03;35,15;27.Ca.1271;02/28/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7455;Kayseri;reft vilayet, 3 M. 1266;Tatavla;41,06;28,98;;;Kayseri;38,73;35,49;3 M. 1266;11/28/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7456;Debreli;reft vilayet, 9.Ş.1260;Tatavla;41,06;28,98;;;Debreli;41,52;20,53;9.Ş.1260;08/12/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7457;Kayseri;reft vilayet, 10 L. 1265;Tatavla;41,06;28,98;;;Kayseri;38,73;35,49;10 L. 1265;09/23/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7461;Şamlı;"Tekfurdağı, 19 L. 1263; Amed, 6 R. 1265";Tatavla;41,06;28,98;;;Tekfurdağı;40,98;27,51;19 L. 1263;09/06/1847;Tatavla;41,06;28,98;6 R. 1265;03/21/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7474;Asitane;Ekinlik, 9 R. 1260;Tatavla;41,06;28,98;;;Ekinlik;40,52;27,48;9 R. 1260;04/14/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7481;Asitane;"Silivri, 1 N. 1260; Amed, 7 M. 1261";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;1 N. 1260;07/06/1844;Tatavla;41,06;28,98;7 M. 1261;02/10/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7485;Asitane;Golos, 23 Ra. 1261;Tatavla;41,06;28,98;;;Golos;41,06;28,98;23 Ra. 1261;04/15/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7492;Asitane;"Kıbrıs, 13 N. 1263; amed, 24 B. 1265; Darıca, 23 B. 1266; amed, 1 Za. 1272; Yalakova, 1 Za. 1272";Tatavla;41,06;28,98;;;Kıbrıs;35,12;33,42;13 N. 1263;07/09/1847;Tatavla;41,06;28,98;24 B. 1265;06/17/1849;Darıca;40,77;29,39;23 B. 1266;06/14/1850;Tatavla;41,06;28,98;1 Za. 1272;07/15/1856;Yalakova;40,66;29,28;1 Za. 1272;07/15/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7493;Asitane;"Silivri, 28 N. 1263; amedşod, 9 Z. 1263";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;28 N. 1263;08/23/1847;Tatavla;41,06;28,98;9 Z. 1263;10/01/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7498;Asitane;"Silivri, 26.N.1263; Silivri, L.1263; amedşod, 29.L.1263; amedşod, 21.R.1266;";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;26 N. 1263;08/21/1847;Silivri;41,07;28,25;L.1263;09/1847;Tatavla;41,06;28,98;29 L. 1263;09/23/1847;Tatavla;41,06;28,98;21 R. 1266;02/11/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7499;Asitane;"Trabzon, 7.Ra.1262; amed, 26.R.1264";Tatavla;41,06;28,98;;;Trabzon;41;39,73;7 Ra. 1262;02/28/1846;Tatavla;41,06;28,98;26 R. 1264;03/21/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7500;Asitane;Varna, 22.Ş.1271;Tatavla;41,06;28,98;;;Varna;43,21;27,91;22 Ş. 1271;06/28/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7501;Asitane;Bursa, 5.Ş.1268;Tatavla;41,06;28,98;;;Bursa;40,18;29,06;5 Ş. 1268;06/10/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7502;Asitane;"İzmir, 5 Za. 1261; Amed, 29 Ş. 1262; İzmir, 17 L. 1265";Tatavla;41,06;28,98;;;İzmir;38,42;27,14;5 Za. 1261;10/01/1845;Tatavla;41,06;28,98;29 Ş. 1262;08/31/1846;İzmir;38,42;27,14;17 L. 1265;09/01/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7505;Asitane;İzmir, 6 B. 1262;Tatavla;41,06;28,98;;;İzmir;38,42;27,14;6 B. 1262;06/20/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7519;Bülbülce [Ağriboz] ?;Kudüs, 8 L. 1262;Tatavla;41,06;28,98;;;Kudüs;31,78;35,22;8 L. 1262;09/02/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7520;;İzmid, 14 S. 1262;Tatavla;41,06;28,98;;;İzmid;40,77;29,93;14 S. 1262;02/06/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7523;Asitane;"Trabzon, 11 R. 1263; Amed, 2 B. 1263";Tatavla;41,06;28,98;;;Trabzon;41;39,73;11 R. 1263;02/01/1847;Tatavla;41,06;28,98;2 B. 1263;06/16/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7527;;Selanik, 28 L. 1272;Tatavla;41,06;28,98;;;Selanik;40,64;22,94;28 L. 1272;07/10/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7529;Asitane;Silivri, Za.1266;Tatavla;41,06;28,98;;;Silivri;41,07;28,25;Za.1266;10/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7534;Sakız;Kudüs, 11 C. 1271;Tatavla;41,06;28,98;;;Kudüs;31,78;35,22;11 C. 1271;03/15/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7544;Asitane;"Karamürsel, 6.L.1265; amed, 29.C.1267; Vranya, 29.C.1267";Tatavla;41,06;28,98;;;Karamürsel;40,69;29,62;6.L.1265;08/29/1849;Tatavla;41,06;28,98;29.C.1267;04/30/1851;Vranya;42,55;21,9;29.C.1267;04/30/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7547;Sakız;Kastamonu, 9 Ra 1262;Tatavla;41,06;28,98;;;Kastamonu;41,38;33,78;9.Ra.1262;02/22/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7561;Manastır;reft memleket, 18 B. 1266;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;18.B.1266;06/01/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7562;Bursa;reft vilayet, 18 L. 1261;Tatavla;41,06;28,98;;;Bursa;40,18;29,06;18.L.1261;10/18/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7563;Kesriye;reft vilayet, 5 B. 1266;Tatavla;41,06;28,98;;;Kesriye;40,52;21,27;5.B.1266;05/19/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7564;Edirne;reft vilayet, 27.R.1262;Tatavla;41,06;28,98;;;Edirne;41,68;26,56;27.R.1262;04/18/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7565;Yanyalı;reft vilayet, 21 L. 1262;Tatavla;41,06;28,98;;;Yanyalı;39,67;20,85;21.L.1262;10/21/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7570;Kalkandelen;reft vilayet, 27.Ra.1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;27.Ra.1264;02/18/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7571;Nasliç;reft memleket, 14 Z. 1265;Tatavla;41,06;28,98;;;Nasliç;40,08;21,41;14.Z.1265;10/10/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7572;Edirneli;reft memleket, 27.M.1266;Tatavla;41,06;28,98;;;Edirneli;41,68;26,56;27.M.1266;12/01/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7573;Kesriye;reft vilayet, 8 B. 1269;Tatavla;41,06;28,98;;;Kesriye;40,52;21,27;8.B.1269;04/10/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7575;Kesriye;reft vilayet, 8 N. 1269;Tatavla;41,06;28,98;;;Kesriye;40,52;21,27;8.N.1269;06/30/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7577;Köprülü;reft memleket, 22 S. 1270;Tatavla;41,06;28,98;;;Köprülü;41,74;21,77;22.S.1270;12/01/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7578;Debre;reft vilayet, 17.Ş.1269;Tatavla;41,06;28,98;;;Debre;41,52;20,53;17.Ş.1269;06/08/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7580;Manastır;reft memleket, 24.Ş.1272;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;24.Ş.1272;05/30/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7587;Asitane;Silivri, 3 N. 1267;Tatavla;41,06;28,98;;;Silivri;41,07;28,25;3 N. 1267;07/10/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7592;;Silivri, not a date;Tatavla;41,06;28,98;;;Silivri;41,07;28,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7596;Naslim;reft vilayet, 3 M. 1263;Tatavla;41,06;28,98;;;Naslim;;;3 M. 1263;12/06/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7601;;İbrail, 5 B. 1269;Tatavla;41,06;28,98;;;İbrail;45,27;28,03;5 B. 1269;04/01/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7617;Asitane;Ekinlik, 6 Ş. 1260;Tatavla;41,06;28,98;;;Ekinlik;40,52;27,48;6 Ş. 1260;08/21/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7620;İncesu;reft vilayet, 29 Ş. 1261;Tatavla;41,06;28,98;;;İncesu;38,69;35,01;29 Ş. 1261;09/15/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7622;Nevşehir;reft vilayet, 2 R. 1261;Tatavla;41,06;28,98;;;Nevşehir;38,63;34,71;2 R. 1261;04/28/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7624;İncesu;reft vilayet, 23 Z. 1262;Tatavla;41,06;28,98;;;İncesu;38,69;35,01;23 Z. 1262;12/21/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7626;Nevşehir;reft vilayet, 1 N. 1261;Tatavla;41,06;28,98;;;Nevşehir;38,63;34,71;1 N. 1261;07/10/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7627;;reft vilayet, 8 L. 1262;Tatavla;41,06;28,98;;;Vilayet;41,06;28,98;8 L. 1262;10/01/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7628;Karahisar;reft memleket, 8 B. 1262;Tatavla;41,06;28,98;;;Karahisar;38,76;30,54;8 B. 1262;06/14/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7629;Manastır;reft vilayet, 6.Ş. 1260;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;6 Ş. 1260;08/21/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7632;Aksaray;reft vilayet, 22.B.1268;Tatavla;41,06;28,98;;;Aksaray;38,37;34,03;22 B. 1268;04/01/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7636;İncesu;reft vilayet, 12 Z. 1261;Tatavla;41,06;28,98;;;İncesu;38,69;35,01;12 Z. 1261;12/10/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7638;Yenişehir-i Fener;reft bu dahi,;Tatavla;41,06;28,98;;;Yenişehir-i Fener;40,65;29,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7639;İncesu;reft vilayet, 29 B. 1260;Tatavla;41,06;28,98;;;İncesu;38,69;35,01;29 B. 1260;06/10/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7641;Yenişehir-i Fener;reft vilayet, 21 C. 1262;Tatavla;41,06;28,98;;;Yenişehir-i Fener;40,65;29,27;21 C. 1262;06/30/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7644;Yenişehir-i Fener;reft vilayet, 23 C. 1261;Tatavla;41,06;28,98;;;Yenişehir-i Fener;40,65;29,27;23 C. 1261;06/09/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7648;Manastır;reft vilayet, 26 M. 1261;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;26 M. 1261;03/31/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7649;Peremeli;reft memleket, 3 N. 1261;Tatavla;41,06;28,98;;;Peremeli;40,85;24,41;3 N. 1261;07/20/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7650;Kalkandelen;reft vilayet, 11 B. 1261;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;11 B. 1261;06/22/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7651;Mazarak;reft vilayet, 16 R. 1265;Tatavla;41,06;28,98;;;Mazarak;41,12;20,97;16 R. 1265;03/30/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7652;Argirili;reft vilayet, 27 Ca. 1265;Tatavla;41,06;28,98;;;Argirili;39,37;23,05;27 Ca. 1265;04/10/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7653;Argirili;reft vilayet, 12 R. 1265;Tatavla;41,06;28,98;;;Argirili;39,37;23,05;12 R. 1265;03/26/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7656;Niğde;reft vilayet, 6 C. 1260;Tatavla;41,06;28,98;;;Niğde;37,97;34,68;6 C. 1260;06/18/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7657;Nevşehir;reft vilayet, 8 L. 1262;Tatavla;41,06;28,98;;;Nevşehir;38,63;34,71;8 L. 1262;10/18/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7660;İncesu;reft vilayet, 6.B.1262;Tatavla;41,06;28,98;;;İncesu;38,69;35,01;6 B. 1262;06/16/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7664;Filibe;"reft memleket, 22 B. 1267; amed, 4 Ş. 1267; reft vilayet, 11 M. 1271";Tatavla;41,06;28,98;;;Filibe;42,15;24,75;22 B. 1267;06/30/1851;Tatavla;41,06;28,98;4 Ş. 1267;07/11/1851;Filibe;42,15;24,75;11 M. 1271;09/25/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7665;Asitane;"Silivri, 7.Za. 1266; amed, 25.Za. 1266";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;7 Za. 1266;09/10/1850;Tatavla;41,06;28,98;25 Za. 1266;09/28/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7672;Tırnovi;reft vilayet, 27 N. 1261;Tatavla;41,06;28,98;;;Tırnovi;43,08;25,63;27 N. 1261;07/14/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7673;Kayseri;reft vilayet, 4.Za.1264;Tatavla;41,06;28,98;;;Kayseri;38,73;35,49;4.Za.1264;10/22/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7674;Kayseri;reft vilayet, 16 Z. 1266;Tatavla;41,06;28,98;;;Kayseri;38,73;35,49;16 Z. 1266;10/15/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7675;Asitane;"Silivri, 21 N. 1262; amed şod, 9 C. 1263";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;21 N. 1262;08/30/1846;Tatavla;41,06;28,98;9 C. 1263;05/15/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7677;Asitane;"Samsun, 11 B. 1270; İzmir, 28 Za. 1270";Tatavla;41,06;28,98;;;Samsun;41,29;36,33;11 B. 1270;03/10/1854;İzmir;38,42;27,14;28 Za. 1270;08/30/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7682;Asitane;İzmir, 19 Za. 1270;Tatavla;41,06;28,98;;;İzmir;38,42;27,14;19 Za. 1270;08/21/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7684;Asitane;Londar, 6 S. 1272;Tatavla;41,06;28,98;;;Londar;51,51;-0,13;6 S. 1272;10/12/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7685;Asitane;Silivri, 5 Z. 1268;Tatavla;41,06;28,98;;;Silivri;41,07;28,25;5 Z. 1268;09/06/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7692;Asitane;Dimetoka, 28 B. 1263;Tatavla;41,06;28,98;;;Dimetoka;41,35;26,57;28 B. 1263;06/03/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7693;Yanyalı;"Bursa, 6.Ca. 1262; amed, 22.C.1262; reft vilayet, 16.Ş.1264";Tatavla;41,06;28,98;;;Bursa;40,18;29,06;6.Ca. 1262;05/01/1846;Tatavla;41,06;28,98;22.C.1262;06/17/1846;Yanya;39,67;20,85;16.Ş.1264;07/11/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7696;Adalı;"Yaş, 13 B. 1266; Amed, 19 B. 1270";Tatavla;41,06;28,98;;;Yaş;47,16;27,59;13 B. 1266;06/27/1850;Tatavla;41,06;28,98;19 B. 1270;03/18/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7697;Filibe;Silivri, 28.Ş.1261;Tatavla;41,06;28,98;;;Silivri;41,07;28,25;28.Ş.1261;08/30/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7698;Yanya;reft vilayet, 29 M. 1260;Tatavla;41,06;28,98;;;Yanya;39,67;20,85;29 M. 1260;02/28/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7699;Ohri;Niş, 24.C.1263;Tatavla;41,06;28,98;;;Niş;43,32;21,9;24.C.1263;06/30/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7701;Vidin;Uzuncaabad, 13 L. 1265;Tatavla;41,06;28,98;;;Uzuncaabad;41,18;27,82;13 L. 1265;09/01/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7706;Asitane;İzmit, 14.Ş. 1261;Tatavla;41,06;28,98;;;İzmit;40,77;29,93;14.Ş. 1261;08/16/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7719;Ürgüb;reft vilayet, 8.M.1268;Tatavla;41,06;28,98;;;Ürgüb;38,63;34,91;8.M.1268;11/11/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7725;Asitane;Varna, 21.Ş.1271;Tatavla;41,06;28,98;;;Varna;43,21;27,91;21.Ş.1271;06/30/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7726;Prespe;reft vilayet, 8.Ş.1266;Tatavla;41,06;28,98;;;Prespe;40,9;21,03;8.Ş.1266;06/22/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
